,Param,Cum_PnL,Sharpe,Sortino,Max Drawdown,Win Ratio
211,"[40, 30, 11]",32200.0,0.6683096913739154,0.24744763140370873,-0.4869976359337913,0.5818181818181818
212,"[45, 30, 21]",34760.0,0.6678471211969776,0.21755909303562881,-0.4654427645788277,0.6296296296296297
213,"[42, 30, 18]",34760.0,0.6645558623887596,0.25111928875551554,-0.4233261339092521,0.5636363636363636
214,"[41, 30, 20]",33520.0,0.6636184171735635,0.21261977781721195,-0.42458100558654593,0.6440677966101694
215,"[43, 30, 18]",35240.0,0.6581257012274402,0.2542093488740731,-0.42004264392320934,0.5636363636363636
216,"[41, 30, 10]",32040.0,0.6517879663397972,0.22745133248197,-0.4956304619225639,0.6041666666666666
217,"[50, 30, 21]",32760.0,0.6463108905109279,0.21021346272823005,-0.4212328767123124,0.6078431372549019
218,"[55, 30, 23]",31920.0,0.6449303346298927,0.1876629891840196,-0.6795321637426673,0.625
219,"[54, 30, 23]",31360.0,0.6437554571514345,0.1831470417726892,-0.6432818073721667,0.6428571428571429
220,"[56, 30, 21]",29880.0,0.6404822737793617,0.1871192154073318,-0.6206467661691322,0.625
221,"[49, 30, 21]",33400.0,0.6358923408610333,0.21181892873928207,-0.4360986547085067,0.6037735849056604
222,"[41, 30, 12]",31240.0,0.6348627681958618,0.21136157342484707,-0.526763990267586,0.6122448979591837
223,"[42, 30, 19]",34520.0,0.6346275485638976,0.22971848807358222,-0.44021739130431986,0.6071428571428571
224,"[57, 30, 21]",29320.0,0.6341289041187149,0.181921729393855,-0.6050632911392327,0.6382978723404256
225,"[42, 30, 13]",34120.0,0.6323066585457285,0.24438545906496462,-0.5519187358916222,0.56
226,"[53, 30, 23]",30960.0,0.6309657350291848,0.18746342777032904,-0.6028880866425866,0.6206896551724138
227,"[43, 30, 19]",35000.0,0.6295880863366071,0.23331431689081078,-0.4366952789699327,0.6071428571428571
228,"[42, 30, 20]",33560.0,0.627826874271498,0.22090724578389173,-0.4408482142856795,0.6140350877192983
229,"[43, 30, 13]",34600.0,0.6259992819190325,0.24829284019200717,-0.5467706013362822,0.56
230,"[48, 30, 21]",32960.0,0.6248239939894017,0.20940377959500495,-0.4415437003405059,0.6153846153846154
231,"[43, 30, 20]",34040.0,0.6232738393364649,0.22448427825786782,-0.43722466960349315,0.6140350877192983
232,"[45, 30, 22]",32520.0,0.6189474896844217,0.19830162830549472,-0.49885057471263133,0.5964912280701754
233,"[41, 30, 11]",29480.0,0.6116533079067975,0.21755804192637182,-0.5604113110539317,0.5918367346938775
234,"[52, 30, 23]",29880.0,0.6100807129097564,0.18127086986614488,-0.5870646766169002,0.6101694915254238
235,"[42, 30, 10]",32080.0,0.6080097933256955,0.23841720331037894,-0.5137157107231735,0.5652173913043478
236,"[46, 30, 21]",31120.0,0.6072067198459379,0.19510499101011133,-0.48622754491018644,0.6296296296296297
237,"[43, 30, 10]",32560.0,0.6018273225062688,0.24241002635373238,-0.508599508599495,0.5652173913043478
238,"[58, 30, 21]",27600.0,0.6011897970958837,0.1680295599692264,-0.6117804551539475,0.6304347826086957
239,"[59, 30, 21]",27360.0,0.5958541314462211,0.16708980243769594,-0.61673414304993,0.6086956521739131
240,"[42, 30, 12]",31280.0,0.5956134332750815,0.22033632870079406,-0.5443499392466189,0.574468085106383
241,"[44, 30, 21]",33040.0,0.5930197705672815,0.20921445804891128,-0.48924122310304186,0.6111111111111112
242,"[43, 30, 12]",31760.0,0.5896441378919638,0.2246947253832654,-0.5389221556885887,0.574468085106383
243,"[50, 30, 22]",30520.0,0.5889576258653327,0.18944421290104685,-0.45365853658534244,0.5740740740740741
244,"[51, 30, 23]",30800.0,0.5865112861932124,0.1900876649485108,-0.472793228536872,0.5932203389830508
245,"[49, 30, 22]",31160.0,0.5853893350502196,0.19164802329093428,-0.4688995215310801,0.5714285714285714
246,"[56, 30, 22]",27640.0,0.577355503064657,0.16806866699759185,-0.6858288770053055,0.5882352941176471
247,"[48, 30, 22]",30720.0,0.5747135591730737,0.18803769481326688,-0.4751515151514914,0.5818181818181818
248,"[42, 30, 11]",29520.0,0.5724045216453042,0.2277374665756634,-0.5789473684210155,0.5531914893617021
249,"[57, 30, 22]",27080.0,0.5704853845285692,0.16261827760269187,-0.6702997275204099,0.6
250,"[47, 30, 21]",28960.0,0.5696878820212029,0.18399069954706757,-0.5198463508322513,0.6226415094339622
251,"[43, 30, 11]",30000.0,0.5666607314296735,0.23195470461494083,-0.5726927939317011,0.5531914893617021
252,"[40, 30, 21]",28320.0,0.5662249068011609,0.18259714912620634,-0.5660130718954273,0.6212121212121212
253,"[46, 30, 22]",28880.0,0.5556744289194373,0.1752347511206927,-0.5250320924261883,0.5964912280701754
254,"[44, 30, 22]",30800.0,0.5482831047838246,0.19013496675409958,-0.5259975816202901,0.5789473684210527
255,"[58, 30, 22]",25360.0,0.5378705513363377,0.1503530324919085,-0.6816208393632216,0.5918367346938775
